Site,Site_plot_date,Project,Plot Type,Plot #,Visit (time since outplanting completed),Date,Family,Species,# Fish,Avg Size,Min Size,Max Size
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Surgeonfish,BlueTang,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Surgeonfish,Doctorfish,2,6,3,8
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Surgeonfish,OceanSurgeon,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Triggerfish,Queen,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Triggerfish,Gray,1,12,12,12
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Triggerfish,BlackDurgon,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Trumpet,Trumpetfish,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,SpanishHogfish,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,Blackear,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,Hogfish,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,Yellowheaded,9,4,3,4
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,Blueheaded,2,3,3,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,Puddingwife,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,SlipperyDick,6,5,3,5
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Wrasse,Dwarf,,,,
MBNOAA,MB_NOAA_plot_78_08/08/2018,NOAA,Plot,P78,Day0,08/08/2018,Elasmobranch,YellowStingray,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Angelfish,French,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Angelfish,RockBeauty,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Angelfish,Gray,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Angelfish,Queen,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Barracuda,Great,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Bass,Harlequin,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Blenny,Barfin,1,4,4,4
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Blenny,Blenny,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Boxfish,SpottedTrunkfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Boxfish,ScrawledCowfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Boxfish,SmoothTrunkfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Butterflyfish,Banded,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Butterflyfish,Foureye,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Butterflyfish,Reef,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Butterflyfish,Spotfin,1,3,3,3
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Cardinalfish,BigEye,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Chromis,Blue,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Chromis,Brown,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Chub,Chub,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,Threespot,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,Bicolor,6,3,2,3
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,Yellowtail,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,Longfin,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,Dusky,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,SergeantMajor,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Damselfish,Beaugregory,1,5,5,5
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Drums,SpottedDrum,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Drums,Highhat,5,9,7,10
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Filefish,Whitespotted,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Filefish,Pygmy,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Filefish,Scrawled,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Goatfish,Yellow,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Goatfish,Spotted,4,10,8,12
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Gobies,Bridled,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Gobies,Masked/Glass,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Gobies,Cleaner,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Gobies,Neon,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,French,15,4,3,4
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,Bluestriped,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,Smallmouth,15,4,4,4
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,Caesar,1,15,15,15
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,Tomtate,40,5,4,6
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,Spanish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,White,13,6,5,20
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,Porkfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Grunt,JuvenileGrunt,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Hamlet,Barred,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Hamlet,Butter,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Hamlet,Indigo,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Jackfish,BarJack,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Jackfish,AtlanticBumper,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Jackfish,Bluerunner,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Jackfish,RainbowRunner,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Lizardfish,Sanddiver,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Mojarra,Yellowfin,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Princess,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Midnight,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Rainbow,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Redband,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Stoplight,1,4,4,4
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Striped,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Redtail,1,6,6,6
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Blue,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Yellowtail,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Queen,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Parrotfish,Parrot(NOS),,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Porcupinefish,Porcupinefish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Porgy,Saucereye,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Porgy,SpottailPinfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Porgy,SheepsheadPorgy,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Puffer,Bandtail,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Puffer,Sharpnose,3,4,3,4
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Puffer,Ballonfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Razorfish,Green,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Scorpionfish,SpottedScorpionfish,1,15,15,15
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,SeaBass/Grouper,Graysby,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,SeaBass/Grouper,RedGrouper,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,SeaBass/Grouper,RedHind,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,SeaBass/Grouper,Coney,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,SeaBass/Grouper,BlackGrouper,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Yellowtail,2,10,4,15
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Bigeye,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Dog,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Mahogany,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Schoolmaster,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Lane,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Mutton,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Snapper,Gray,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Soldierfish,Blackbar,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Squirrel,Common,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Surgeonfish,BlueTang,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Surgeonfish,Doctorfish,2,7,2,12
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Surgeonfish,OceanSurgeon,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Triggerfish,Queen,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Triggerfish,Gray,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Triggerfish,BlackDurgon,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Trumpet,Trumpetfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,SpanishHogfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,Blackear,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,Hogfish,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,Yellowheaded,5,4,3,5
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,Blueheaded,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,Puddingwife,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,SlipperyDick,9,4,3,5
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Wrasse,Dwarf,,,,
MBNOAA,MB_NOAA_control_08/08/2018,NOAA,Control,,Day0,08/08/2018,Elasmobranch,YellowStingray,1,15,15,15
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Angelfish,French,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Angelfish,RockBeauty,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Angelfish,Gray,2,20,20,20
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Angelfish,Queen,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Barracuda,Great,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Bass,Harlequin,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Blenny,Barfin,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Blenny,Blenny,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Boxfish,SpottedTrunkfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Boxfish,ScrawledCowfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Boxfish,SmoothTrunkfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Butterflyfish,Banded,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Butterflyfish,Foureye,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Butterflyfish,Reef,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Butterflyfish,Spotfin,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Cardinalfish,BigEye,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Chromis,Blue,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Chromis,Brown,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Chub,Chub,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,Threespot,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,Bicolor,3,3,3,3
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,Yellowtail,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,Longfin,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,Dusky,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,SergeantMajor,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Damselfish,Beaugregory,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Drums,SpottedDrum,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Drums,Highhat,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Filefish,Whitespotted,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Filefish,Pygmy,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Filefish,Scrawled,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Goatfish,Yellow,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Goatfish,Spotted,1,10,10,10
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Gobies,Bridled,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Gobies,Masked/Glass,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Gobies,Cleaner,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Gobies,Neon,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,French,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,Bluestriped,2,6,5,7
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,Smallmouth,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,Caesar,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,Tomtate,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,Spanish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,White,1,20,20,20
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,Porkfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Grunt,JuvenileGrunt,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Hamlet,Barred,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Hamlet,Butter,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Hamlet,Indigo,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Jackfish,BarJack,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Jackfish,AtlanticBumper,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Jackfish,Bluerunner,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Jackfish,RainbowRunner,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Lizardfish,Sanddiver,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Mojarra,Yellowfin,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Princess,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Midnight,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Rainbow,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Redband,1,18,18,18
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Stoplight,2,13,13,13
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Striped,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Redtail,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Blue,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Yellowtail,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Queen,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Parrotfish,Parrot(NOS),,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Porcupinefish,Porcupinefish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Porgy,Saucereye,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Porgy,SpottailPinfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Porgy,SheepsheadPorgy,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Puffer,Bandtail,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Puffer,Sharpnose,2,4,4,4
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Puffer,Ballonfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Razorfish,Green,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Scorpionfish,SpottedScorpionfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,SeaBass/Grouper,Graysby,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,SeaBass/Grouper,RedGrouper,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,SeaBass/Grouper,RedHind,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,SeaBass/Grouper,Coney,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,SeaBass/Grouper,BlackGrouper,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Yellowtail,2,7,6,8
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Bigeye,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Dog,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Mahogany,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Schoolmaster,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Lane,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Mutton,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Snapper,Gray,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Soldierfish,Blackbar,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Squirrel,Common,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Surgeonfish,BlueTang,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Surgeonfish,Doctorfish,5,8,7,14
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Surgeonfish,OceanSurgeon,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Triggerfish,Queen,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Triggerfish,Gray,1,20,20,20
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Triggerfish,BlackDurgon,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Trumpet,Trumpetfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,SpanishHogfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,Blackear,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,Hogfish,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,Yellowheaded,3,4,3,4
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,Blueheaded,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,Puddingwife,,,,
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,SlipperyDick,11,5,4,12
MBNOAA,MB_NOAA_control_25/08/2018,NOAA,Control,,Day0,25/08/2018,Wrasse,Dwarf,,,,
