Site,Site_plot_date,Project,Plot Type,Plot #,Visit (time since outplanting completed),Date,Family,Species,# Fish,Avg Size,Min Size,Max Size
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Angelfish,Gray,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Angelfish,RockBeauty,1,12,12,12
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Angelfish,French,1,30,30,30
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Angelfish,Queen,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Barracuda,Great,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Bass,Harlequin,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Blenny,Barfin,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Blenny,Blenny,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Boxfish,SpottedTrunkfish,1,17,17,17
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Boxfish,ScrawledCowfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Boxfish,SmoothTrunkfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Butterflyfish,Banded,2,15,15,15
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Butterflyfish,Foureye,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Butterflyfish,Reef,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Butterflyfish,Spotfin,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Cardinalfish,BigEye,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Chromis,Blue,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Chromis,Brown,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Chub,Chub,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Threespot,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Bicolor,7,5,4,5
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Yellowtail,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Longfin,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Dusky,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,SergeantMajor,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Cocoa,2,9,6,11
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Damselfish,Beaugregory,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Drums,SpottedDrum,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Drums,Highhat,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Filefish,Whitespotted,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Filefish,Pygmy,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Filefish,Scrawled,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Goatfish,Yellow,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Goatfish,Spotted,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Gobies,Bridled,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Gobies,Masked/Glass,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Gobies,Cleaner,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Gobies,Neon,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,French,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,Bluestriped,1,17,17,17
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,Smallmouth,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,Caesar,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,Tomtate,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,Spanish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,White,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,Porkfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Grunt,JuvenileGrunt,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Hamlet,Barred,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Hamlet,Butter,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Hamlet,Indigo,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Jackfish,BarJack,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Jackfish,AtlanticBumper,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Jackfish,Bluerunner,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Jackfish,RainbowRunner,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Lizardfish,Sanddiver,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Mojarra,Yellowfin,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Princess,6,17,4,40
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Midnight,2,23,20,25
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Rainbow,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Redband,3,35,35,35
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Stoplight,3,25,20,30
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Striped,6,15,8,30
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Redtail,2,17,17,17
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Blue,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Yellowtail,3,20,15,20
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Queen,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Parrotfish,Parrot(NOS),,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Porcupinefish,Porcupinefish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Porgy,Saucereye,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Porgy,SpottailPinfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Porgy,SheepsheadPorgy,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Puffer,Bandtail,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Puffer,Sharpnose,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Puffer,Ballonfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Razorfish,Green,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Scorpionfish,SpottedScorpionfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,SeaBass/Grouper,Graysby,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,SeaBass/Grouper,RedGrouper,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,SeaBass/Grouper,RedHind,1,20,20,20
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,SeaBass/Grouper,Coney,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,SeaBass/Grouper,BlackGrouper,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Yellowtail,3,20,17,20
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Bigeye,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Dog,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Mahogany,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Schoolmaster,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Lane,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Mutton,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Snapper,Gray,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Soldierfish,Blackbar,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Squirrel,Common,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Surgeonfish,BlueTang,3,15,13,15
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Surgeonfish,Doctorfish,3,12,10,12
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Surgeonfish,OceanSurgeon,3,12,12,13
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Triggerfish,Queen,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Triggerfish,Gray,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Triggerfish,BlackDurgon,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Trumpet,Trumpetfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,SpanishHogfish,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,Blackear,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,Hogfish,1,35,35,35
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,Yellowheaded,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,Blueheaded,40,6,3,10
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,Puddingwife,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,SlipperyDick,4,9,9,9
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Wrasse,Dwarf,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Elasmobranch,NurseShark,,,,
Brewsters,Brewsters_control_12/10/2020,NFWF,Control,,Day0,12/10/2020,Elasmobranch,YellowStingray,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Angelfish,Gray,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Angelfish,RockBeauty,1,15,15,15
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Angelfish,French,1,30,30,30
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Angelfish,Queen,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Barracuda,Great,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Bass,Harlequin,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Blenny,Barfin,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Blenny,Blenny,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Boxfish,SpottedTrunkfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Boxfish,ScrawledCowfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Boxfish,SmoothTrunkfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Butterflyfish,Banded,2,17,17,17
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Butterflyfish,Foureye,2,15,15,15
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Butterflyfish,Reef,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Butterflyfish,Spotfin,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Cardinalfish,BigEye,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Chromis,Blue,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Chromis,Brown,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Chub,Chub,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Threespot,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Bicolor,7,5,3,7
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Yellowtail,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Longfin,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Dusky,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,SergeantMajor,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Cocoa,1,5,5,5
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Damselfish,Beaugregory,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Drums,hat,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Drums,Highhat,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Filefish,Whitespotted,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Filefish,Pygmy,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Filefish,Scrawled,1,55,55,55
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Goatfish,Yellow,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Goatfish,Spotted,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Gobies,Bridled,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Gobies,Masked/Glass,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Gobies,Cleaner,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Gobies,Neon,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,French,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,Bluestriped,1,15,15,15
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,Smallmouth,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,Caesar,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,Tomtate,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,Spanish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,White,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,Porkfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Grunt,JuvenileGrunt,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Hamlet,Barred,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Hamlet,Butter,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Hamlet,Indigo,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Jackfish,BarJack,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Jackfish,AtlanticBumper,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Jackfish,Bluerunner,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Jackfish,RainbowRunner,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Lizardfish,Sanddiver,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Mojarra,Yellowfin,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Princess,1,30,30,30
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Midnight,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Rainbow,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Redband,1,22,22,22
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Stoplight,3,25,7,30
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Striped,3,4,4,4
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Redtail,1,15,15,15
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Blue,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Yellowtail,3,23,20,25
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Queen,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Parrotfish,Parrot(NOS),,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Porcupinefish,Porcupinefish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Porgy,Saucereye,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Porgy,SpottailPinfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Porgy,SheepsheadPorgy,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Puffer,Bandtail,1,4,4,4
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Puffer,Sharpnose,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Puffer,Ballonfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Razorfish,Green,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Scorpionfish,SpottedScorpionfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,SeaBass/Grouper,Graysby,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,SeaBass/Grouper,RedGrouper,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,SeaBass/Grouper,RedHind,1,15,15,15
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,SeaBass/Grouper,Coney,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,SeaBass/Grouper,BlackGrouper,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Yellowtail,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Bigeye,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Dog,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Mahogany,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Schoolmaster,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Lane,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Mutton,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Snapper,Gray,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Soldierfish,Blackbar,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Squirrel,Common,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Surgeonfish,BlueTang,3,12,9,12
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Surgeonfish,Doctorfish,1,12,12,12
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Surgeonfish,OceanSurgeon,3,20,15,22
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Triggerfish,Queen,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Triggerfish,Gray,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Triggerfish,BlackDurgon,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Trumpet,Trumpetfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,SpanishHogfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,Blackear,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,Hogfish,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,Yellowheaded,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,Blueheaded,100,8,2,8
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,Puddingwife,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,SlipperyDick,6,10,3,15
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Wrasse,Dwarf,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Elasmobranch,NurseShark,,,,
Brewsters,Brewsters_plot_12/10/2020,NFWF,Plot,,Day0,12/10/2020,Elasmobranch,YellowStingray,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Angelfish,Gray,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Angelfish,Queen,1,20,20,20
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Barracuda,Great,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Bass,Harlequin,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Blenny,Barfin,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Blenny,Blenny,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Boxfish,SpottedTrunkfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Boxfish,ScrawledCowfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Boxfish,SmoothTrunkfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Butterflyfish,Banded,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Butterflyfish,Foureye,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Butterflyfish,Reef,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Butterflyfish,Spotfin,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Cardinalfish,BigEye,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Chromis,Blue,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Chromis,Brown,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Chub,Chub,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Threespot,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Bicolor,9,5,1,10
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Yellowtail,,,,
